date,acute,icu,total_hospit,total_hospit_avg,new_tests,new_tests_avg,total_tests,positives,pos,pos_avg,cases,new_cases,avg_new_cases,deaths,new_deaths,avg_new_deaths
2020-04-04,369,236,605,345.57142857142856,2629,2299.285714285714,26405,461,0.1754,0.1643,3125,367,304.7142857142857,54,11,7
2020-04-05,305,254,559,399,3401,2598.285714285714,29806,619,0.182,0.1709,3609,484,338.57142857142856,67,13,8
2020-04-06,498,272,770,478.7142857142857,2633,2748,32439,626,0.2378,0.183,4045,436,376,91,24,10.857142857142858
2020-04-07,499,302,801,556,1404,2655.1428571428573,33843,306,0.21789999999999998,0.1916,4371,326,387.2857142857143,104,13,12.285714285714286
2020-04-08,539,309,848,633.1428571428571,7936,3367.8571428571427,41779,1600,0.2016,0.19649999999999998,5529,1158,506.2857142857143,126,22,13.428571428571429
2020-04-09,581,343,924,707.7142857142857,3155,3456,44934,684,0.2168,0.2021,6185,656,550.5714285714286,138,12,14.285714285714286
2020-04-10,560,358,918,775,3927,3583.5714285714284,48861,935,0.23809999999999998,0.20989999999999998,6968,783,601.4285714285714,171,33,18.285714285714285
2020-04-11,641,379,1020,834.2857142857143,3628,3726.285714285714,52489,870,0.2398,0.2191,7694,726,652.7142857142857,207,36,21.857142857142858
2020-04-12,633,386,1019,900,2176,3551.285714285714,54665,534,0.24539999999999998,0.22820000000000001,8225,531,659.4285714285714,241,34,24.857142857142858
2020-04-13,657,414,1071,943,3805,3718.714285714286,58470,967,0.2541,0.2305,8936,711,698.7142857142857,268,27,25.285714285714285
2020-04-14,631,448,1079,982.7142857142857,1585,3744.5714285714284,60055,428,0.27,0.23800000000000002,9472,536,728.7142857142857,303,35,28.428571428571427
2020-04-15,718,438,1156,1026.7142857142858,2410,2955.1428571428573,62465,708,0.2938,0.2511,10032,560,643.2857142857143,351,48,32.142857142857146
2020-04-16,788,431,1219,1068.857142857143,3582,3016.1428571428573,66047,1057,0.29510000000000003,0.2623,10784,752,657,392,41,36.285714285714285
2020-04-17,762,439,1201,1109.2857142857142,3441,2946.714285714286,69488,908,0.2639,0.266,11572,788,657.7142857142857,426,34,36.42857142857143
2020-04-18,800,488,1288,1147.5714285714287,3777,2968,73265,980,0.2595,0.2688,12308,736,659.1428571428571,466,40,37
2020-04-19,791,498,1289,1186.142857142857,2751,3050.1428571428573,76016,615,0.2236,0.2657,12830,522,657.8571428571429,488,22,35.285714285714285
2020-04-20,829,511,1340,1224.5714285714287,3967,3073.285714285714,79983,1081,0.2725,0.2683,13684,854,678.2857142857143,520,32,36
2020-04-21,907,526,1433,1275.142857142857,2191,3159.8571428571427,82174,544,0.2483,0.2652,14193,509,674.4285714285714,585,65,40.285714285714285
2020-04-22,905,527,1432,1314.5714285714287,3319,3289.714285714286,85493,761,0.2293,0.256,14775,582,677.5714285714286,632,47,40.142857142857146
2020-04-23,890,515,1405,1341.142857142857,3907,3336.1428571428573,89400,1108,0.2836,0.2544,15737,962,707.5714285714286,681,49,41.285714285714285
2020-04-24,878,547,1425,1373.142857142857,4892,3543.4285714285716,94292,1106,0.2261,0.249,16616,879,720.5714285714286,727,46,43
2020-04-25,870,538,1408,1390.2857142857142,4486,3644.714285714286,98778,1126,0.251,0.24780000000000002,17766,1150,779.7142857142857,798,71,47.42857142857143
2020-04-26,933,530,1463,1415.142857142857,4314,3868,103092,958,0.22210000000000002,0.2475,18581,815,821.5714285714286,830,32,48.857142857142854
2020-04-27,978,534,1513,1439.857142857143,4040,3878.4285714285716,107132,1054,0.2609,0.2459,19487,906,829,862,32,48.857142857142854
2020-04-28,977,551,1528,1453.4285714285713,2856,3973.4285714285716,109988,655,0.2293,0.2432,20113,626,845.7142857142857,931,69,49.42857142857143
2020-04-29,1060,585,1645,1483.857142857143,3055,3935.714285714286,113043,782,0.256,0.247,20849,736,867.7142857142857,986,55,50.57142857142857
2020-04-30,1121,590,1711,1527.5714285714287,5452,4156.428571428572,118495,1357,0.2489,0.242,21742,893,857.8571428571429,1048,62,52.42857142857143
2020-05-01,1100,568,1668,1562.2857142857142,5279,4211.714285714285,123774,1280,0.2425,0.2444,23472,1730,979.4285714285714,1101,53,53.42857142857143
2020-05-02,1091,566,1657,1597.857142857143,5136,4304.571428571428,128910,1166,0.22699999999999998,0.24100000000000002,24473,1001,958.1428571428571,1159,58,51.57142857142857
2020-05-03,1070,565,1635,1622.4285714285713,4637,4350.714285714285,133547,1072,0.23120000000000002,0.24230000000000002,25462,989,983,1187,28,51
2020-05-04,1086,563,1649,1641.857142857143,5631,4578,139178,1124,0.1996,0.2335,26408,946,988.7142857142857,1217,30,50.714285714285715
2020-05-05,1120,573,1693,1665.4285714285713,3145,4619.285714285715,142323,699,0.2223,0.2325,27117,709,1000.5714285714286,1293,76,51.714285714285715
2020-05-06,1123,584,1707,1674.2857142857142,4547,4832.428571428572,146870,1166,0.2564,0.23260000000000003,28163,1046,1044.857142857143,1340,47,50.57142857142857
2020-05-07,1099,584,1683,1670.2857142857142,6402,4968.142857142857,153272,1396,0.2181,0.2281,29374,1211,1090.2857142857142,1404,64,50.857142857142854
2020-05-08,1103,571,1674,1671.142857142857,5048,4935.142857142857,158320,1183,0.23440000000000003,0.22699999999999998,30485,1111,1001.8571428571429,1455,51,50.57142857142857
2020-05-09,1090,575,1665,1672.2857142857142,6075,5069.285714285715,164395,1325,0.2181,0.2257,31534,1049,1008.7142857142857,1511,56,50.285714285714285
2020-05-10,1029,611,1640,1673,7385,5461.857142857143,171780,1372,0.1858,0.2192,32587,1053,1017.8571428571429,1542,31,50.714285714285715
2020-05-11,959,585,1544,1658,7926,5789.714285714285,179706,995,0.1255,0.2086,33373,786,995,1576,34,51.285714285714285
2020-05-12,973,590,1563,1639.4285714285713,3765,5878.285714285715,183471,808,0.2146,0.2076,34061,688,992,1645,69,50.285714285714285
2020-05-13,978,572,1550,1617,5434,6005,188905,794,0.1461,0.1918,34812,751,949.8571428571429,1696,51,50.857142857142854
2020-05-14,969,569,1538,1596.2857142857142,6043,5953.714285714285,194948,1055,0.1746,0.1856,35903,1091,932.7142857142857,1749,53,49.285714285714285
2020-05-15,898,598,1496,1570.857142857143,7282,6272.857142857143,202230,1304,0.1791,0.1777,36986,1083,928.7142857142857,1792,43,48.142857142857146
2020-05-16,902,598,1500,1547.2857142857142,7660,6499.285714285715,209890,1176,0.1535,0.1685,37968,982,919.1428571428571,1844,52,47.57142857142857
2020-05-17,898,562,1460,1521.5714285714287,6335,6349.285714285715,216225,942,0.1487,0.1632,38804,836,888.1428571428571,1880,36,48.285714285714285
2020-05-18,892,555,1447,1507.7142857142858,6712,6175.857142857143,222937,876,0.1305,0.16390000000000002,39762,958,912.7142857142857,1904,24,46.857142857142854
2020-05-19,884,537,1421,1487.4285714285713,5785,6464.428571428572,228722,855,0.1478,0.1543,41546,1784,1069.2857142857142,1964,60,45.57142857142857
2020-05-20,871,539,1410,1467.4285714285713,7517,6762,236239,908,0.1208,0.1507,42323,777,1073,2006,42,44.285714285714285
2020-05-21,848,526,1374,1444,9635,7275.142857142857,245874,1432,0.14859999999999998,0.147,43531,1208,1089.7142857142858,2045,39,42.285714285714285
2020-05-22,823,506,1329,1420.142857142857,6484,7161.142857142857,252358,892,0.1376,0.1411,44424,893,1062.5714285714287,2092,47,42.857142857142854
2020-05-23,796,524,1320,1394.4285714285713,8723,7313,261081,1193,0.1368,0.1387,45495,1071,1075.2857142857142,2134,42,41.42857142857143
2020-05-24,787,503,1290,1370.142857142857,6745,7371.571428571428,267826,960,0.1423,0.1378,46313,818,1072.7142857142858,2164,30,40.57142857142857
2020-05-25,762,517,1279,1346.142857142857,10829,7959.714285714285,278655,972,0.0898,0.1319,47152,839,1055.7142857142858,2187,23,40.42857142857143
2020-05-26,795,520,1315,1331,6140,8010.428571428572,284795,634,0.1033,0.12560000000000002,47687,535,877.2857142857143,2220,33,36.57142857142857
2020-05-27,818,520,1338,1320.7142857142858,10539,8442.142857142857,295334,2043,0.19390000000000002,0.136,48423,736,871.4285714285714,2270,50,37.714285714285715
2020-05-28,823,511,1334,1315,16360,9402.857142857143,311694,2633,0.1609,0.1378,49709,1286,882.5714285714286,2307,37,37.42857142857143
2020-05-29,789,507,1296,1310.2857142857142,11711,10149.57142857143,323405,1320,0.1127,0.13419999999999999,50988,1279,937.7142857142857,2349,42,36.714285714285715
2020-05-30,747,492,1239,1298.7142857142858,10854,10454,334259,1153,0.10619999999999999,0.12990000000000002,52015,1027,931.4285714285714,2390,41,36.57142857142857
2020-05-31,704,479,1183,1283.4285714285713,9436,10838.42857142857,343695,867,0.0919,0.12269999999999999,52778,763,923.5714285714286,2411,21,35.285714285714285
2020-06-01,695,479,1174,1268.4285714285713,8798,10548.285714285714,352493,711,0.0808,0.12140000000000001,53327,549,882.1428571428571,2431,20,34.857142857142854
2020-06-02,667,481,1148,1244.5714285714287,8803,10928.714285714286,361296,769,0.0874,0.1191,54175,848,926.8571428571429,2474,43,36.285714285714285
2020-06-03,638,475,1113,1212.4285714285713,14373,11476.42857142857,375669,940,0.0654,0.1008,54982,807,937,2520,46,35.714285714285715
2020-06-04,640,456,1096,1178.4285714285713,11531,10786.57142857143,387200,902,0.0782,0.0889,55858,876,878.4285714285714,2546,26,34.142857142857146
2020-06-05,621,455,1076,1147,13237,11004.57142857143,400437,1061,0.0802,0.0843,56770,912,826,2583,37,33.42857142857143
2020-06-06,641,418,1059,1121.2857142857142,12496,11239.142857142857,412933,937,0.075,0.07980000000000001,57482,712,781,2616,33,32.285714285714285
2020-06-07,599,404,1003,1095.5714285714287,9369,11229.57142857143,422302,625,0.0667,0.0762,57973,491,742.1428571428571,2625,9,30.571428571428573
2020-06-08,587,392,979,1067.7142857142858,8106,11130.714285714286,430408,514,0.0634,0.0737,58404,431,725.2857142857143,2655,30,32
2020-06-09,584,386,970,1042.2857142857142,8118,11032.857142857143,438526,580,0.07139999999999999,0.07150000000000001,58904,500,675.5714285714286,2686,31,30.285714285714285
2020-06-10,576,379,955,1019.7142857142857,8500,10193.857142857143,447026,611,0.0719,0.0724,59465,561,640.4285714285714,2719,33,28.428571428571427
2020-06-11,544,358,902,992,11574,10200,458600,911,0.0787,0.0725,60197,732,619.8571428571429,2750,31,29.142857142857142
2020-06-12,505,331,836,957.7142857142857,9763,9703.714285714286,468363,565,0.0579,0.0694,60613,416,549,2775,25,27.428571428571427
2020-06-13,478,321,799,920.5714285714286,10574,9429.142857142857,478937,666,0.063,0.0676,61305,692,546.1428571428571,2799,24,26.142857142857142
2020-06-14,438,313,751,884.5714285714286,8493,9304,487430,666,0.0784,0.0692,61701,396,532.5714285714286,2812,13,26.714285714285715
2020-06-15,453,292,745,851.1428571428571,8497,9359.857142857143,495927,438,0.051500000000000004,0.0676,62032,331,518.2857142857143,2817,5,23.142857142857142
2020-06-16,458,284,742,818.5714285714286,10503,9700.57142857143,506430,493,0.046900000000000004,0.0641,62409,377,500.7142857142857,2852,35,23.714285714285715
2020-06-17,419,283,702,782.4285714285714,15618,10717.42857142857,522048,696,0.0446,0.0601,62969,560,500.57142857142856,2866,14,21
2020-06-18,391,269,660,747.8571428571429,8595,10291.857142857143,530643,451,0.0525,0.0564,63229,260,433.14285714285717,2886,20,19.428571428571427
2020-06-19,387,261,648,721,8646,10132.285714285714,539289,494,0.0571,0.056299999999999996,63548,319,419.2857142857143,2901,15,18
2020-06-20,406,238,644,698.8571428571429,11821,10310.42857142857,551110,556,0.047,0.054000000000000006,63956,408,378.7142857142857,2923,22,17.714285714285715
2020-06-21,378,230,608,678.4285714285714,9441,10445.857142857143,560551,493,0.052199999999999996,0.050300000000000004,64306,350,372.14285714285717,2937,14,17.857142857142858
2020-06-22,370,232,602,658,7450,10296.285714285714,568001,383,0.051399999999999994,0.050300000000000004,64603,297,367.2857142857143,2945,8,18.285714285714285
2020-06-23,349,212,561,632.1428571428571,10373,10277.714285714286,578374,507,0.0489,0.050499999999999996,65007,404,371.14285714285717,2963,18,15.857142857142858
2020-06-24,331,213,544,609.5714285714286,8907,9319,587281,465,0.052199999999999996,0.0516,65337,330,338.2857142857143,2979,16,16.142857142857142
2020-06-25,302,209,511,588.2857142857143,11668,9758,598949,514,0.0441,0.0504,65777,440,364,3002,23,16.571428571428573
2020-06-26,297,190,487,565.2857142857143,9940,9942.857142857143,608889,481,0.0484,0.0492,66115,338,366.7142857142857,3015,13,16.285714285714285
2020-06-27,297,181,478,541.5714285714286,10433,9744.57142857143,619322,444,0.0426,0.048499999999999995,66450,335,356.2857142857143,3030,15,15.285714285714286
2020-06-28,288,158,446,518.4285714285714,7588,9479.857142857143,626910,415,0.0547,0.0489,66777,327,353,3042,12,15
2020-06-29,287,160,447,496.2857142857143,12560,10209.857142857143,639470,594,0.0473,0.0483,67254,477,378.7142857142857,3050,8,15
2020-06-30,300,152,452,480.7142857142857,8688,9969.142857142857,648158,409,0.0471,0.048,67559,305,364.57142857142856,3062,12,14.142857142857142
2020-07-01,307,154,461,468.85714285714283,9595,10067.42857142857,657753,447,0.0466,0.0472,67918,359,368.7142857142857,3078,16,14.142857142857142
2020-07-02,292,149,441,458.85714285714283,13693,10356.714285714286,671446,628,0.045899999999999996,0.0475,68423,505,378,3087,9,12.142857142857142
2020-07-03,279,143,422,449.57142857142856,15587,11163.42857142857,687033,926,0.0594,0.049100000000000005,68961,538,406.57142857142856,3099,12,12
2020-07-04,267,143,410,439.85714285714283,12975,11526.57142857143,700008,508,0.0392,0.048600000000000004,69341,380,413,3111,12,11.571428571428571
2020-07-05,265,144,409,434.57142857142856,9119,11745.285714285714,709127,394,0.0432,0.046900000000000004,69632,291,407.85714285714283,3118,7,10.857142857142858
2020-07-06,261,142,403,428.2857142857143,10955,11516,720082,368,0.0336,0.045,69904,272,378.57142857142856,3121,3,10.142857142857142
2020-07-07,259,145,404,421.42857142857144,9836,11680,729918,477,0.048499999999999995,0.0452,70396,492,405.2857142857143,3140,19,11.142857142857142
2020-07-08,262,136,398,412.42857142857144,11957,12017.42857142857,741875,626,0.0524,0.046,70861,465,420.42857142857144,3149,9,10.142857142857142
2020-07-09,267,139,406,407.42857142857144,15152,12225.857142857143,757027,616,0.0407,0.0453,71447,586,432,3160,11,10.428571428571429
2020-07-10,263,122,385,402.14285714285717,13310,11900.57142857143,770337,615,0.0462,0.0434,71910,463,421.2857142857143,3172,12,10.428571428571429
2020-07-11,270,120,390,399.2857142857143,11898,11746.714285714286,782235,646,0.054299999999999994,0.0455,72467,557,446.57142857142856,3179,7,9.714285714285714
2020-07-12,278,114,392,396.85714285714283,21155,13466.142857142857,803390,774,0.0366,0.0446,73109,642,496.7142857142857,3188,9,10
2020-07-13,278,108,386,394.42857142857144,11067,13482.142857142857,814457,510,0.0461,0.0464,73527,418,517.5714285714286,3194,6,10.428571428571429
2020-07-14,297,118,415,396,15261,14257.142857142857,829718,750,0.049100000000000005,0.04650000000000001,74260,733,552,3202,8,8.857142857142858
2020-07-15,318,129,447,403,21303,15592.285714285714,851021,919,0.0431,0.0452,75016,756,593.5714285714286,3209,7,8.571428571428571
2020-07-16,299,137,436,407.2857142857143,16965,15851.285714285714,867986,823,0.048499999999999995,0.0463,75664,648,602.4285714285714,3215,6,7.857142857142857
2020-07-17,306,128,434,414.2857142857143,24187,17405.14285714286,892173,828,0.0342,0.0446,76371,707,637.2857142857143,3227,12,7.857142857142857
2020-07-18,311,137,448,422.57142857142856,18008,18278,910181,964,0.0535,0.044500000000000005,77206,835,677,3238,11,8.428571428571429
2020-07-19,318,131,449,430.7142857142857,28928,19388.428571428572,939109,1107,0.0383,0.0447,78131,925,717.4285714285714,3247,9,8.428571428571429
2020-07-20,327,136,463,441.7142857142857,14775,19918.14285714286,953884,721,0.048799999999999996,0.0451,78685,554,736.8571428571429,3252,5,8.285714285714286
2020-07-21,353,131,484,451.57142857142856,20545,20673,974429,985,0.0479,0.0449,79545,860,755,3272,20,10
2020-07-22,368,137,505,459.85714285714283,21032,20634.285714285714,995461,889,0.042300000000000004,0.044800000000000006,80172,627,736.5714285714286,3277,5,9.714285714285714
2020-07-23,395,133,528,473,16104,20511.285714285714,1011565,860,0.053399999999999996,0.0455,80836,664,738.8571428571429,3281,4,9.428571428571429
2020-07-24,390,143,533,487.14285714285717,24234,20518,1035799,1048,0.0432,0.046799999999999994,81766,930,770.7142857142857,3293,12,9.428571428571429
2020-07-25,388,157,545,501,34898,22930.85714285714,1070697,1367,0.0392,0.0447,83054,1288,835.4285714285714,3305,12,9.571428571428571
2020-07-26,387,153,540,514,22082,21952.85714285714,1092779,827,0.0375,0.0446,83748,694,802.4285714285714,3310,5,9
2020-07-27,391,145,536,524.4285714285714,23425,23188.571428571428,1116204,1366,0.0583,0.046,84876,1128,884.4285714285714,3315,5,9
2020-07-28,392,150,542,532.7142857142857,23962,23676.714285714286,1140166,1037,0.0433,0.0453,85524,648,854.1428571428571,3327,12,7.857142857142857
2020-07-29,426,145,571,542.1428571428571,15769,22924.85714285714,1155935,921,0.0584,0.047599999999999996,86285,761,873.2857142857143,3347,20,10
2020-07-30,446,139,585,550.2857142857143,25727,24299.571428571428,1181662,1022,0.0397,0.045700000000000005,87177,892,905.8571428571429,3358,11,11
2020-07-31,462,128,590,558.4285714285714,28622,24926.428571428572,1210284,1181,0.041299999999999996,0.0454,88346,1169,940,3362,4,9.857142857142858
2020-08-01,460,132,592,565.1428571428571,31029,24373.714285714286,1241313,1067,0.0344,0.0447,89365,1019,901.5714285714286,3376,14,10.142857142857142
2020-08-02,424,129,553,567,23767,24614.428571428572,1265080,1105,0.04650000000000001,0.046,90274,909,932.2857142857143,3381,5,10.142857142857142
2020-08-03,413,135,548,568.7142857142857,24492,24766.85714285714,1289572,1003,0.040999999999999995,0.0435,91144,870,895.4285714285714,3389,8,10.571428571428571
2020-08-04,410,137,547,569.4285714285714,16323,23675.571428571428,1305895,810,0.0496,0.0444,91854,710,904.2857142857143,3396,7,9.857142857142858
2020-08-05,421,134,555,567.1428571428571,21730,24527.14285714286,1327625,668,0.030699999999999998,0.0405,92426,572,877.2857142857143,3402,6,7.857142857142857
2020-08-06,396,139,535,560,16705,23238.285714285714,1344330,640,0.0383,0.0403,93005,579,832.5714285714286,3415,13,8.142857142857142
2020-08-07,393,135,528,551.1428571428571,28443,23212.714285714286,1372773,920,0.0323,0.039,93806,801,780,3430,15,9.714285714285714
2020-08-08,388,127,515,540.1428571428571,20749,21744.14285714286,1393522,884,0.0426,0.04019999999999999,94581,775,745.1428571428571,3442,12,9.428571428571429
2020-08-09,397,128,525,536.1428571428571,40704,24163.714285714286,1434226,1100,0.027000000000000003,0.0374,95503,922,747,3448,6,9.571428571428571
2020-08-10,415,119,534,534.1428571428571,29487,24877.285714285714,1463713,939,0.0318,0.0361,96258,755,730.5714285714286,3454,6,9.285714285714286
2020-08-11,408,121,529,531.5714285714286,17161,24997,1480874,750,0.0437,0.0352,96843,585,712.7142857142857,3467,13,10.142857142857142
2020-08-12,371,117,488,522,18051,24471.428571428572,1498925,646,0.0358,0.0359,97384,541,708.2857142857143,3474,7,10.285714285714286
2020-08-13,359,111,470,512.7142857142857,29753,26335.428571428572,1528678,906,0.0305,0.0348,98160,776,736.4285714285714,3484,10,9.857142857142858
2020-08-14,350,107,457,502.57142857142856,24209,25730.571428571428,1552887,1010,0.0417,0.0362,98875,715,724.1428571428571,3495,11,9.285714285714286
2020-08-15,353,107,460,494.7142857142857,33630,27570.714285714286,1586517,986,0.029300000000000003,0.034300000000000004,99693,818,730.2857142857143,3499,4,8.142857142857142
2020-08-16,360,115,475,487.57142857142856,25673,25423.428571428572,1612190,683,0.026600000000000002,0.0342,100212,519,672.7142857142857,3502,3,7.714285714285714
2020-08-17,329,106,435,473.42857142857144,28897,25339.14285714286,1641087,613,0.0212,0.0327,100715,503,636.7142857142857,3504,2,7.142857142857143
2020-08-18,351,102,453,462.57142857142856,15999,25173.14285714286,1657086,634,0.039599999999999996,0.0321,101235,520,627.4285714285714,3511,7,6.285714285714286
2020-08-19,368,107,475,460.7142857142857,13860,24574.428571428572,1670946,505,0.0364,0.0322,101649,414,609.2857142857143,3522,11,6.857142857142857
2020-08-20,348,107,455,458.57142857142856,18095,22909,1689041,629,0.0348,0.032799999999999996,102229,580,581.2857142857143,3532,10,6.857142857142857
2020-08-21,353,102,455,458.2857142857143,29410,23652,1718451,789,0.0268,0.030699999999999998,102899,670,574.8571428571429,3536,4,5.857142857142857
2020-08-22,343,98,441,455.57142857142856,28584,22931.14285714286,1747035,853,0.0298,0.0308,103523,624,547.1428571428571,3546,10,6.714285714285714
2020-08-23,308,99,407,445.85714285714283,21164,22287,1768199,630,0.0298,0.031200000000000002,104102,579,555.7142857142857,3553,7,7.285714285714286
2020-08-24,304,103,407,441.85714285714283,22091,21314.714285714286,1790290,685,0.031,0.0326,104669,567,564.8571428571429,3555,2,7.285714285714286
2020-08-25,314,97,411,435.85714285714283,12886,20870,1803176,486,0.0377,0.0323,105046,377,544.4285714285714,3564,9,7.571428571428571
2020-08-26,326,106,432,429.7142857142857,12411,20663,1815587,538,0.0433,0.0333,105486,440,548.1428571428571,3574,10,7.428571428571429
2020-08-27,305,107,412,423.57142857142856,21479,21146.428571428572,1837066,681,0.0317,0.0329,106063,577,547.7142857142857,3581,7,7
2020-08-28,306,106,412,417.42857142857144,27778,20913.285714285714,1864844,761,0.0274,0.033,106664,601,537.8571428571429,3593,12,8.142857142857142
2020-08-29,281,106,387,409.7142857142857,24167,20282.285714285714,1889011,824,0.0341,0.0336,107294,630,538.7142857142857,3603,10,8.142857142857142
2020-08-30,251,107,358,402.7142857142857,24743,20793.571428571428,1913754,621,0.025099999999999997,0.0329,107791,497,527,3609,6,8
2020-08-31,270,107,377,398.42857142857144,19693,20451,1933447,555,0.0282,0.0325,108249,458,511.42857142857144,3612,3,8.142857142857142
2020-09-01,273,112,385,394.7142857142857,13653,20560.571428571428,1947100,636,0.0466,0.0338,108863,614,545.2857142857143,3618,6,7.714285714285714
2020-09-02,257,113,370,385.85714285714283,12429,20563.14285714286,1959529,491,0.0395,0.0332,109319,456,547.5714285714286,3623,5,7
2020-09-03,270,112,382,381.57142857142856,24722,21026.428571428572,1984251,877,0.0355,0.0338,110012,693,564.1428571428571,3634,11,7.571428571428571
2020-09-04,287,108,395,379.14285714285717,29432,21262.714285714286,2013683,956,0.0325,0.0345,110831,819,595.2857142857143,3645,11,7.428571428571429
2020-09-05,253,100,353,374.2857142857143,28193,21837.85714285714,2041876,939,0.0333,0.0344,111607,776,616.1428571428571,3652,7,7
2020-09-06,245,96,341,371.85714285714283,16723,20692.14285714286,2058599,616,0.0368,0.0361,112119,512,618.2857142857143,3655,3,6.571428571428571
2020-09-07,253,109,362,369.7142857142857,22370,21074.571428571428,2080969,959,0.0429,0.0382,112883,764,662,3660,5,6.857142857142857
2020-09-08,263,102,365,366.85714285714283,12953,20974.571428571428,2093922,456,0.0352,0.0365,113239,356,625.1428571428571,3664,4,6.571428571428571
2020-09-09,275,95,370,366.85714285714283,9670,20580.428571428572,2103592,423,0.0437,0.0371,113575,336,608,3672,8,7
2020-09-10,266,92,358,363.42857142857144,18803,19734.85714285714,2122395,658,0.035,0.0371,114078,503,580.8571428571429,3679,7,6.428571428571429
2020-09-11,280,89,369,359.7142857142857,22607,18759.85714285714,2145002,806,0.035699999999999996,0.0375,114724,646,556.1428571428571,3685,6,5.714285714285714
2020-09-12,276,85,361,360.85714285714283,33305,19490.14285714286,2178307,1036,0.0311,0.037200000000000004,115533,809,560.8571428571429,3693,8,5.857142857142857
2020-09-13,262,89,351,362.2857142857143,23531,20462.714285714286,2201838,797,0.0339,0.0368,116110,577,570.1428571428571,3695,2,5.714285714285714
2020-09-14,257,90,347,360.14285714285717,19993,20123.14285714286,2221831,710,0.0355,0.035699999999999996,116646,536,537.5714285714286,3696,1,5.142857142857143
2020-09-15,278,93,371,361,18215,20874.85714285714,2240046,699,0.0384,0.0362,117245,599,572.2857142857143,3706,10,6
